customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,Contract,PaymentMethod,InternetService,MonthlyCharges,TotalCharges,Churn,Probabilidad_Churn,Segmento_Riesgo,Ingreso_Mensual_En_Riesgo
9644-UMGQA,1,0,1,1,6,0-12 meses,Month-to-month,Electronic check,DSL,49.15,295.65,No,0.6127,Alto,49.15
3256-EZDBI,1,1,1,0,51,49-72 meses,Month-to-month,Credit card (automatic),DSL,29.45,1459.35,No,0.4112,Medio,0.0
8761-NSOBC,1,0,0,0,44,25-48 meses,Month-to-month,Electronic check,Fiber optic,100.55,4398.15,Yes,0.5586,Medio,0.0
0419-YAAPX,1,0,1,0,49,49-72 meses,Month-to-month,Credit card (automatic),Fiber optic,85.3,4297.95,No,0.4881,Medio,0.0
8413-VONUO,1,0,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,95.65,167.3,Yes,0.8156,Alto,95.65
0872-CASZJ,1,0,1,0,59,49-72 meses,One year,Mailed check,DSL,69.1,4096.9,No,0.1554,Bajo,0.0
4726-DLWQN,1,1,0,0,50,49-72 meses,Month-to-month,Bank transfer (automatic),DSL,70.35,3454.6,No,0.3037,Medio,0.0
8164-OCKUJ,0,0,1,1,59,49-72 meses,Two year,Mailed check,No,20.6,1286.0,No,0.0289,Bajo,0.0
3094-JOJAI,1,0,0,0,18,13-24 meses,Month-to-month,Mailed check,Fiber optic,74.15,1387.0,No,0.5532,Medio,0.0
9494-MRNYX,1,0,0,0,10,0-12 meses,Month-to-month,Electronic check,Fiber optic,75.05,786.3,No,0.7533,Alto,75.05
2599-CZABP,1,0,1,0,14,13-24 meses,One year,Electronic check,DSL,44.6,641.25,No,0.4454,Medio,0.0
7945-PRBVF,1,0,0,0,35,25-48 meses,Two year,Bank transfer (automatic),No,21.45,705.45,No,0.0544,Bajo,0.0
4544-RXFMG,1,0,1,1,8,0-12 meses,One year,Mailed check,DSL,43.45,345.5,No,0.4564,Medio,0.0
0859-YGKFW,1,0,1,1,18,13-24 meses,One year,Bank transfer (automatic),No,20.05,345.9,No,0.1215,Bajo,0.0
1150-FTQGN,0,0,1,1,60,49-72 meses,One year,Bank transfer (automatic),Fiber optic,94.15,5811.8,No,0.2528,Bajo,0.0
9223-UCPVT,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,94.4,94.4,Yes,0.8765,Alto,94.4
7196-LIWRH,0,0,0,0,6,0-12 meses,Two year,Mailed check,No,19.55,124.45,No,0.1146,Bajo,0.0
5448-VWNAM,0,0,0,1,19,13-24 meses,Month-to-month,Mailed check,DSL,75.9,1375.6,No,0.2938,Bajo,0.0
1177-XZBJL,1,0,1,1,53,49-72 meses,One year,Bank transfer (automatic),DSL,64.15,3491.55,No,0.1175,Bajo,0.0
3518-FSTWG,1,1,1,0,72,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,109.55,7920.7,No,0.1522,Bajo,0.0
9330-VOFSZ,0,0,1,0,60,49-72 meses,Two year,Credit card (automatic),Fiber optic,110.8,6640.7,No,0.2609,Bajo,0.0
4351-QLCSU,0,0,0,0,1,0-12 meses,Month-to-month,Credit card (automatic),DSL,55.0,55.0,Yes,0.7181,Alto,55.0
0939-EREMR,0,0,0,1,13,13-24 meses,Month-to-month,Mailed check,DSL,53.45,718.1,No,0.3723,Medio,0.0
9389-ACWBI,0,0,1,1,5,0-12 meses,Month-to-month,Credit card (automatic),Fiber optic,69.95,320.4,No,0.7286,Alto,69.95
5419-JPRRN,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,101.45,101.45,Yes,0.9248,Alto,101.45
3644-QXEHN,1,0,1,1,13,13-24 meses,Month-to-month,Electronic check,Fiber optic,97.0,1334.45,No,0.7063,Alto,97.0
2911-IJORQ,1,0,0,0,37,25-48 meses,One year,Bank transfer (automatic),DSL,90.6,3358.65,No,0.2393,Bajo,0.0
5921-NGYRH,1,0,1,0,64,49-72 meses,Month-to-month,Mailed check,Fiber optic,73.55,4764.0,No,0.3482,Medio,0.0
2100-BDNSN,0,0,1,0,5,0-12 meses,Month-to-month,Bank transfer (automatic),DSL,67.95,350.3,Yes,0.5334,Medio,0.0
5998-DZLYR,0,0,1,0,61,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,94.35,5703.0,No,0.2168,Bajo,0.0
0488-GSLFR,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.5,69.5,Yes,0.8889,Alto,69.5
9318-NKNFC,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,18.85,18.85,Yes,0.5452,Medio,0.0
3985-HOYPM,1,0,0,0,26,25-48 meses,One year,Mailed check,No,19.4,525.55,No,0.0483,Bajo,0.0
9728-FTTVZ,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.2,69.2,Yes,0.8839,Alto,69.2
9548-LERKT,1,0,1,0,24,13-24 meses,Two year,Mailed check,No,19.75,483.15,No,0.0378,Bajo,0.0
6576-FBXOJ,1,0,1,0,17,13-24 meses,One year,Electronic check,DSL,54.6,934.8,No,0.4045,Medio,0.0
4310-KEDTB,0,0,0,1,26,25-48 meses,Month-to-month,Mailed check,DSL,29.8,786.5,No,0.3977,Medio,0.0
7254-IQWOZ,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.65,69.65,Yes,0.8915,Alto,69.65
2474-BRUCM,1,1,1,0,40,25-48 meses,Month-to-month,Electronic check,Fiber optic,101.85,4086.3,Yes,0.6464,Alto,101.85
4062-HBMOS,1,0,0,0,52,49-72 meses,Month-to-month,Electronic check,Fiber optic,103.05,5364.8,No,0.6532,Alto,103.05
0742-NXBGR,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,82.3,82.3,Yes,0.8921,Alto,82.3
2676-ISHSF,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,20.3,20.3,No,0.5466,Medio,0.0
9236-NDUCW,0,0,0,0,21,13-24 meses,Two year,Mailed check,DSL,35.1,770.4,No,0.1942,Bajo,0.0
4753-PADAS,0,0,1,0,67,49-72 meses,One year,Bank transfer (automatic),Fiber optic,105.7,6816.95,No,0.4211,Medio,0.0
6103-QCKFX,0,0,1,1,44,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,56.25,2419.55,No,0.207,Bajo,0.0
7781-EWARA,1,0,1,1,70,49-72 meses,One year,Electronic check,DSL,60.35,4138.7,No,0.2028,Bajo,0.0
6110-OHIHY,1,0,0,0,3,0-12 meses,Month-to-month,Electronic check,Fiber optic,79.25,267.6,Yes,0.8165,Alto,79.25
7018-FPXHH,1,0,1,1,56,49-72 meses,Two year,Bank transfer (automatic),DSL,59.8,3457.45,No,0.0582,Bajo,0.0
5889-LFOLL,0,0,0,0,13,13-24 meses,Month-to-month,Electronic check,Fiber optic,84.6,1115.2,Yes,0.8297,Alto,84.6
5708-EVONK,0,0,1,1,58,49-72 meses,Month-to-month,Bank transfer (automatic),Fiber optic,93.4,5435.6,Yes,0.3997,Medio,0.0
8708-XPXHZ,0,0,1,1,42,25-48 meses,Month-to-month,Electronic check,Fiber optic,94.2,4186.3,Yes,0.6704,Alto,94.2
0616-ATFGB,1,1,1,0,1,0-12 meses,Month-to-month,Electronic check,DSL,25.05,25.05,Yes,0.767,Alto,25.05
0572-ZJKLT,0,0,1,1,46,25-48 meses,Two year,Mailed check,Fiber optic,99.65,4630.2,No,0.2209,Bajo,0.0
5135-RDDQL,0,0,1,1,63,49-72 meses,Two year,Bank transfer (automatic),DSL,50.65,3221.25,No,0.0743,Bajo,0.0
1353-LJWEM,1,0,0,0,11,0-12 meses,Month-to-month,Electronic check,DSL,60.9,688.5,No,0.4618,Medio,0.0
1794-SWWKL,1,0,1,1,15,13-24 meses,Month-to-month,Bank transfer (automatic),DSL,59.65,867.1,No,0.373,Medio,0.0
6166-YIPFO,1,0,1,0,72,49-72 meses,Two year,Electronic check,DSL,64.7,4746.05,No,0.1093,Bajo,0.0
7016-BPGEU,0,0,0,0,29,25-48 meses,Month-to-month,Credit card (automatic),DSL,25.1,712.85,Yes,0.4285,Medio,0.0
6876-ADESB,1,0,0,1,1,0-12 meses,Month-to-month,Electronic check,DSL,48.95,48.95,Yes,0.7455,Alto,48.95
9332-GYWLO,0,0,1,1,6,0-12 meses,Month-to-month,Electronic check,DSL,54.85,355.1,No,0.5968,Medio,0.0
1963-SVUCV,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,45.3,45.3,Yes,0.7676,Alto,45.3
4184-VODJZ,1,0,1,1,63,49-72 meses,One year,Electronic check,Fiber optic,91.35,5764.7,No,0.4263,Medio,0.0
0220-EBGCE,1,0,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,85.85,167.3,Yes,0.8613,Alto,85.85
1092-WPIVQ,0,0,1,1,18,13-24 meses,Two year,Mailed check,No,25.1,428.45,No,0.079,Bajo,0.0
7233-IOQNP,0,0,1,0,43,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,34.0,1505.35,No,0.257,Bajo,0.0
2834-JKOOW,0,0,0,0,15,13-24 meses,One year,Mailed check,DSL,45.9,693.45,No,0.2768,Bajo,0.0
2754-VDLTR,1,0,0,1,10,0-12 meses,Month-to-month,Electronic check,Fiber optic,95.2,930.4,Yes,0.805,Alto,95.2
2400-FEQME,1,0,1,1,55,49-72 meses,Two year,Mailed check,No,20.5,1177.95,No,0.0312,Bajo,0.0
3190-XFANI,1,0,0,1,49,49-72 meses,One year,Bank transfer (automatic),Fiber optic,100.6,5069.65,Yes,0.4737,Medio,0.0
7551-DACSP,1,0,1,1,6,0-12 meses,Month-to-month,Mailed check,DSL,55.3,324.25,Yes,0.532,Medio,0.0
4957-SREEC,1,0,1,1,70,49-72 meses,Two year,Credit card (automatic),No,20.35,1458.1,No,0.0145,Bajo,0.0
7235-NXZCP,1,1,0,0,2,0-12 meses,Month-to-month,Mailed check,Fiber optic,74.85,156.4,Yes,0.8502,Alto,74.85
0230-UBYPQ,1,1,1,0,63,49-72 meses,One year,Bank transfer (automatic),DSL,36.1,2298.9,No,0.1895,Bajo,0.0
4923-ADWXJ,0,0,0,0,25,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,65.8,1679.65,No,0.301,Medio,0.0
1763-KUAAW,0,1,0,0,18,13-24 meses,One year,Bank transfer (automatic),No,20.35,369.6,No,0.1517,Bajo,0.0
1104-TNLZA,1,1,1,0,28,25-48 meses,Month-to-month,Electronic check,Fiber optic,105.8,2998.0,No,0.6727,Alto,105.8
5195-KPUNQ,0,1,0,0,53,49-72 meses,One year,Mailed check,Fiber optic,96.75,5206.55,No,0.3688,Medio,0.0
0520-FDVVT,1,0,0,0,35,25-48 meses,One year,Bank transfer (automatic),Fiber optic,102.35,3626.1,Yes,0.5083,Medio,0.0
3439-GVUSX,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,DSL,24.4,24.4,No,0.714,Alto,24.4
1444-VVSGW,1,0,1,0,70,49-72 meses,One year,Credit card (automatic),Fiber optic,115.65,7968.85,Yes,0.2837,Bajo,0.0
5712-PTIWW,1,0,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,79.85,152.45,Yes,0.8124,Alto,79.85
5949-HGVJL,0,0,1,0,26,25-48 meses,Month-to-month,Electronic check,DSL,73.05,1959.5,No,0.3602,Medio,0.0
5203-XEHAX,0,0,0,0,34,25-48 meses,One year,Electronic check,DSL,64.35,2053.05,No,0.2293,Bajo,0.0
1635-HDGFT,0,0,0,1,19,13-24 meses,Two year,Mailed check,No,20.5,398.55,No,0.0626,Bajo,0.0
3315-TOTBP,1,0,0,0,15,13-24 meses,Month-to-month,Mailed check,Fiber optic,76.0,1130.85,Yes,0.7043,Alto,76.0
8050-XGRVL,0,0,1,1,62,49-72 meses,One year,Credit card (automatic),DSL,54.75,3425.35,No,0.147,Bajo,0.0
6661-HBGWL,0,1,0,0,42,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,104.75,4323.45,Yes,0.6243,Alto,104.75
1518-VOWAV,0,0,0,0,9,0-12 meses,Month-to-month,Electronic check,DSL,74.65,703.55,Yes,0.6011,Alto,74.65
9828-QHFBK,1,0,0,0,24,13-24 meses,Month-to-month,Electronic check,DSL,51.15,1275.7,No,0.3656,Medio,0.0
3908-MKIMJ,1,1,1,0,68,49-72 meses,Two year,Electronic check,DSL,41.95,2965.75,No,0.2429,Bajo,0.0
5012-YSPJJ,1,0,1,1,31,25-48 meses,Month-to-month,Mailed check,DSL,54.35,1647.0,No,0.2394,Bajo,0.0
5909-ECHUI,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,56.25,56.25,Yes,0.7534,Alto,56.25
1309-BXVOQ,1,0,1,0,21,13-24 meses,Month-to-month,Electronic check,Fiber optic,106.1,2249.95,Yes,0.7468,Alto,106.1
6728-VOIFY,0,0,1,0,63,49-72 meses,One year,Electronic check,Fiber optic,96.0,6109.75,No,0.4682,Medio,0.0
9317-WZPGV,0,1,0,0,2,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,79.75,159.4,Yes,0.8544,Alto,79.75
4891-NLUBA,0,0,1,1,61,49-72 meses,Two year,Bank transfer (automatic),DSL,61.45,3751.15,No,0.039,Bajo,0.0
2856-HYAPG,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,68.65,68.65,Yes,0.8472,Alto,68.65
8969-PRHFK,1,0,0,0,18,13-24 meses,One year,Mailed check,No,19.65,411.25,No,0.0664,Bajo,0.0
0661-KQHNK,0,0,1,1,6,0-12 meses,One year,Credit card (automatic),No,19.0,105.5,No,0.1801,Bajo,0.0
8709-KRDVL,0,0,0,0,33,25-48 meses,Month-to-month,Electronic check,Fiber optic,100.0,3320.6,No,0.7024,Alto,100.0
4488-PSYCG,1,0,0,0,16,13-24 meses,Month-to-month,Bank transfer (automatic),No,20.25,327.45,Yes,0.2357,Bajo,0.0
1427-VERSM,0,0,1,0,56,49-72 meses,Month-to-month,Electronic check,Fiber optic,98.7,5669.5,No,0.508,Medio,0.0
9801-NOSHQ,1,0,0,1,23,13-24 meses,One year,Mailed check,No,19.8,465.45,No,0.0542,Bajo,0.0
6339-YPSAH,1,0,0,0,9,0-12 meses,Month-to-month,Electronic check,Fiber optic,73.8,704.3,No,0.7923,Alto,73.8
3621-CEOVK,0,1,1,0,14,13-24 meses,Month-to-month,Electronic check,Fiber optic,100.2,1369.8,Yes,0.8333,Alto,100.2
6906-ANDWJ,1,0,1,1,15,13-24 meses,Month-to-month,Bank transfer (automatic),Fiber optic,74.9,1107.25,Yes,0.6987,Alto,74.9
2159-TURXX,1,0,0,0,5,0-12 meses,Month-to-month,Credit card (automatic),No,20.05,95.55,No,0.2418,Bajo,0.0
1548-FEHVL,1,0,1,0,61,49-72 meses,Month-to-month,Electronic check,Fiber optic,106.2,6375.2,No,0.4802,Medio,0.0
3795-CAWEX,1,0,1,1,70,49-72 meses,Two year,Credit card (automatic),Fiber optic,116.55,8152.3,No,0.1529,Bajo,0.0
6215-NQCPY,1,0,0,0,15,13-24 meses,Month-to-month,Electronic check,Fiber optic,99.7,1566.75,No,0.7972,Alto,99.7
5647-URDKA,1,0,1,1,8,0-12 meses,Two year,Mailed check,No,19.7,130.25,No,0.0798,Bajo,0.0
2229-DPMBI,0,0,1,1,8,0-12 meses,Two year,Mailed check,No,19.5,162.15,No,0.0767,Bajo,0.0
9626-WEQRM,0,0,0,0,4,0-12 meses,Month-to-month,Mailed check,DSL,29.15,110.05,No,0.5984,Medio,0.0
2188-SXWVT,0,0,0,0,34,25-48 meses,One year,Mailed check,DSL,55.0,1885.15,No,0.1809,Bajo,0.0
6258-PVZWJ,1,0,1,0,68,49-72 meses,Two year,Credit card (automatic),DSL,90.8,6302.85,No,0.0433,Bajo,0.0
1094-BKOSX,0,0,1,1,45,25-48 meses,One year,Bank transfer (automatic),DSL,51.0,2264.5,No,0.2299,Bajo,0.0
6969-MVBAI,0,1,0,0,9,0-12 meses,Month-to-month,Electronic check,Fiber optic,90.1,816.8,No,0.8693,Alto,90.1
2978-XXSOG,0,0,0,0,22,13-24 meses,Month-to-month,Mailed check,DSL,59.05,1253.5,No,0.2852,Bajo,0.0
2342-CKIAO,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,No,20.3,41.2,No,0.273,Bajo,0.0
6953-PBDIN,1,0,1,0,70,49-72 meses,Two year,Bank transfer (automatic),DSL,72.95,5265.55,No,0.0858,Bajo,0.0
3898-BSJYF,0,0,0,1,10,0-12 meses,One year,Credit card (automatic),DSL,73.55,693.3,No,0.3365,Medio,0.0
3938-YFPXD,1,0,0,0,72,49-72 meses,Two year,Credit card (automatic),DSL,84.3,5997.1,No,0.0611,Bajo,0.0
7696-AMHOD,0,0,1,1,49,49-72 meses,One year,Credit card (automatic),DSL,78.0,3824.2,No,0.2181,Bajo,0.0
2453-SAFNS,0,1,0,0,54,49-72 meses,One year,Mailed check,DSL,72.1,3886.05,No,0.2141,Bajo,0.0
9558-IHEZX,0,0,0,0,71,49-72 meses,Two year,Credit card (automatic),Fiber optic,106.75,7283.25,No,0.2203,Bajo,0.0
9617-UDPEU,0,0,0,0,22,13-24 meses,One year,Mailed check,No,19.25,412.55,No,0.0717,Bajo,0.0
6340-DACFT,0,0,1,1,50,49-72 meses,Two year,Credit card (automatic),No,20.55,1070.25,No,0.0205,Bajo,0.0
4955-VCWBI,0,0,1,1,43,25-48 meses,One year,Mailed check,No,20.0,817.95,No,0.0456,Bajo,0.0
6813-GZQCG,0,0,1,1,45,25-48 meses,Two year,Credit card (automatic),No,24.65,1171.3,No,0.053,Bajo,0.0
7426-GSWPO,1,1,0,0,64,49-72 meses,Month-to-month,Bank transfer (automatic),Fiber optic,103.5,6548.65,No,0.4382,Medio,0.0
3389-KTRXV,0,0,1,1,23,13-24 meses,Two year,Mailed check,No,23.85,625.65,No,0.0529,Bajo,0.0
3118-UHVVQ,0,0,1,0,68,49-72 meses,Two year,Credit card (automatic),No,25.8,1911.5,No,0.0369,Bajo,0.0
1031-IIDEO,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,70.85,70.85,Yes,0.8916,Alto,70.85
5832-XKAES,1,0,0,0,2,0-12 meses,Month-to-month,Credit card (automatic),Fiber optic,69.8,134.7,Yes,0.7957,Alto,69.8
3205-MXZRA,1,0,0,0,26,25-48 meses,One year,Credit card (automatic),DSL,59.45,1507.0,No,0.2125,Bajo,0.0
4701-AHWMW,1,0,1,0,55,49-72 meses,Month-to-month,Bank transfer (automatic),DSL,54.55,2978.3,Yes,0.2279,Bajo,0.0
8317-BVKSO,1,0,0,0,14,13-24 meses,Month-to-month,Electronic check,No,20.05,299.3,No,0.216,Bajo,0.0
5702-KVQRD,1,0,1,0,71,49-72 meses,Two year,Electronic check,DSL,82.55,5832.65,No,0.1213,Bajo,0.0
0083-PIVIK,1,0,0,0,64,49-72 meses,One year,Electronic check,DSL,81.25,5567.55,No,0.2112,Bajo,0.0
9210-IAHGH,0,0,0,0,7,0-12 meses,Month-to-month,Credit card (automatic),DSL,70.75,450.8,Yes,0.5688,Medio,0.0
6169-PGNCD,0,0,0,0,57,49-72 meses,Two year,Credit card (automatic),DSL,74.3,4166.35,No,0.0784,Bajo,0.0
0023-XUOPT,0,0,1,0,13,13-24 meses,Month-to-month,Electronic check,Fiber optic,94.1,1215.6,Yes,0.7236,Alto,94.1
4592-IWTJI,0,0,1,1,3,0-12 meses,Month-to-month,Credit card (automatic),DSL,29.7,91.7,Yes,0.5591,Medio,0.0
4909-JOUPP,1,1,1,0,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,109.7,7898.45,No,0.1623,Bajo,0.0
4657-FWVFY,0,0,1,1,40,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,96.35,3915.4,No,0.5219,Medio,0.0
2257-BOVXD,1,0,1,0,14,13-24 meses,Month-to-month,Credit card (automatic),DSL,66.6,979.5,No,0.414,Medio,0.0
7729-JTEEC,1,0,1,1,2,0-12 meses,Month-to-month,Electronic check,DSL,44.5,90.05,No,0.7447,Alto,44.5
7632-MNYOY,1,1,0,0,66,49-72 meses,One year,Credit card (automatic),Fiber optic,110.9,7432.05,Yes,0.396,Medio,0.0
6518-LGAOV,0,0,1,0,38,25-48 meses,Month-to-month,Electronic check,Fiber optic,105.0,4026.4,Yes,0.6737,Alto,105.0
7242-QZLXF,1,0,0,1,1,0-12 meses,Month-to-month,Electronic check,DSL,25.3,25.3,Yes,0.7857,Alto,25.3
4576-CSAJH,1,0,0,0,22,13-24 meses,One year,Credit card (automatic),DSL,55.15,1193.05,Yes,0.3615,Medio,0.0
1000-AJSLD,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,20.1,20.1,Yes,0.5919,Medio,0.0
9696-RMYBA,1,0,0,0,5,0-12 meses,Month-to-month,Mailed check,Fiber optic,80.1,398.55,No,0.836,Alto,80.1
8690-UPCZI,1,0,1,1,29,25-48 meses,One year,Bank transfer (automatic),DSL,69.05,1958.45,No,0.1311,Bajo,0.0
1062-LHZOD,1,0,1,1,1,0-12 meses,Month-to-month,Mailed check,Fiber optic,69.9,69.9,Yes,0.8621,Alto,69.9
9770-LXDBK,0,0,0,0,3,0-12 meses,Month-to-month,Mailed check,No,20.4,63.15,No,0.2753,Bajo,0.0
4086-WITJG,1,0,1,1,71,49-72 meses,Two year,Credit card (automatic),No,19.7,1301.1,No,0.0222,Bajo,0.0
8344-WFMFH,1,0,0,1,9,0-12 meses,Month-to-month,Electronic check,DSL,50.1,484.05,No,0.5638,Medio,0.0
9600-NAXZN,1,0,0,0,43,25-48 meses,Month-to-month,Electronic check,Fiber optic,101.4,4528.0,Yes,0.7039,Alto,101.4
8822-KNBHV,0,0,0,0,48,25-48 meses,One year,Credit card (automatic),DSL,83.45,3887.85,No,0.2584,Bajo,0.0
8404-FYDIB,1,0,0,0,26,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,86.65,2208.75,No,0.5296,Medio,0.0
2791-SFVEW,0,0,0,0,9,0-12 meses,Month-to-month,Bank transfer (automatic),No,20.15,238.15,No,0.2845,Bajo,0.0
6457-USBER,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,80.8,80.8,Yes,0.9053,Alto,80.8
6762-NSODU,0,0,1,1,46,25-48 meses,Two year,Credit card (automatic),No,19.4,958.15,No,0.0255,Bajo,0.0
4662-EKDPQ,1,0,0,0,2,0-12 meses,Month-to-month,Bank transfer (automatic),DSL,62.05,118.3,Yes,0.6292,Alto,62.05
9248-OJYKK,1,1,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,76.45,76.45,Yes,0.9076,Alto,76.45
9888-ZCUMM,1,0,1,1,64,49-72 meses,Two year,Bank transfer (automatic),DSL,60.05,3845.45,No,0.0422,Bajo,0.0
3398-FSHON,0,1,0,0,12,0-12 meses,Month-to-month,Electronic check,Fiber optic,91.3,1094.5,Yes,0.8545,Alto,91.3
3319-DWOEP,1,1,1,0,6,0-12 meses,Month-to-month,Electronic check,Fiber optic,95.75,573.75,Yes,0.8611,Alto,95.75
1074-WVEVG,0,0,1,0,59,49-72 meses,One year,Mailed check,No,20.35,1267.0,No,0.0701,Bajo,0.0
9979-RGMZT,0,0,0,0,7,0-12 meses,One year,Mailed check,Fiber optic,94.05,633.45,No,0.7213,Alto,94.05
6437-UDQJM,0,1,1,0,72,49-72 meses,Two year,Credit card (automatic),DSL,84.1,6129.65,No,0.1065,Bajo,0.0
1226-IENZN,1,1,0,0,16,13-24 meses,Month-to-month,Electronic check,Fiber optic,78.75,1218.25,No,0.7361,Alto,78.75
2108-GLPQB,1,0,1,0,25,25-48 meses,Month-to-month,Credit card (automatic),DSL,55.55,1405.3,No,0.3033,Medio,0.0
9259-PACGQ,0,0,1,0,34,25-48 meses,Month-to-month,Electronic check,DSL,62.65,2274.9,Yes,0.3033,Medio,0.0
4415-IJZTP,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,74.5,74.5,Yes,0.9042,Alto,74.5
1465-VINDH,0,0,1,1,10,0-12 meses,Month-to-month,Credit card (automatic),Fiber optic,102.1,1068.85,Yes,0.8029,Alto,102.1
5474-LAMUQ,1,0,1,0,24,13-24 meses,One year,Mailed check,No,20.1,533.9,No,0.0523,Bajo,0.0
3468-DRVQJ,0,0,1,1,10,0-12 meses,One year,Electronic check,DSL,70.3,676.15,No,0.4013,Medio,0.0
1122-YJBCS,1,0,1,0,69,49-72 meses,One year,Credit card (automatic),DSL,53.65,3804.4,No,0.1745,Bajo,0.0
4990-ALDGW,1,0,0,0,57,49-72 meses,Two year,Mailed check,No,20.75,1118.8,No,0.0577,Bajo,0.0
4816-OKWNX,1,0,1,1,50,49-72 meses,One year,Bank transfer (automatic),Fiber optic,103.4,5236.4,No,0.3848,Medio,0.0
3315-IKYZQ,1,0,1,1,28,25-48 meses,One year,Mailed check,DSL,50.8,1386.8,No,0.1557,Bajo,0.0
2810-FTLEM,0,0,0,0,16,13-24 meses,Month-to-month,Electronic check,DSL,50.15,762.25,Yes,0.5057,Medio,0.0
4747-LCAQL,1,0,0,0,25,25-48 meses,Month-to-month,Mailed check,DSL,79.0,1902.0,No,0.2684,Bajo,0.0
3411-WLRSQ,0,1,1,0,3,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,74.6,239.05,No,0.811,Alto,74.6
0898-XCGTF,1,0,1,0,61,49-72 meses,One year,Bank transfer (automatic),Fiber optic,96.5,5673.7,No,0.4508,Medio,0.0
8006-PYCSW,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,No,20.1,39.8,No,0.2798,Bajo,0.0
8249-THVEC,1,0,1,1,51,49-72 meses,One year,Mailed check,No,19.4,997.75,No,0.0441,Bajo,0.0
8722-PRFDV,0,0,1,1,71,49-72 meses,Two year,Credit card (automatic),DSL,77.55,5574.35,No,0.0804,Bajo,0.0
2164-SOQXL,0,0,1,1,20,13-24 meses,Month-to-month,Mailed check,No,20.05,406.05,No,0.1324,Bajo,0.0
4020-KIUDI,1,0,1,1,6,0-12 meses,Month-to-month,Credit card (automatic),No,19.85,138.85,No,0.1976,Bajo,0.0
5850-BDWCY,0,0,0,0,6,0-12 meses,Month-to-month,Mailed check,No,20.2,123.65,No,0.2566,Bajo,0.0
2038-YSEZE,0,0,0,0,29,25-48 meses,Month-to-month,Mailed check,DSL,67.45,1801.1,No,0.1794,Bajo,0.0
0827-ITJPH,1,0,0,0,36,25-48 meses,Two year,Credit card (automatic),No,18.55,689.0,No,0.0532,Bajo,0.0
8799-OXZMD,0,0,0,0,28,25-48 meses,Month-to-month,Mailed check,DSL,29.75,790.7,No,0.4135,Medio,0.0
1925-TIBLE,0,0,1,0,7,0-12 meses,Month-to-month,Electronic check,Fiber optic,86.5,582.5,Yes,0.8795,Alto,86.5
1705-GUHPV,0,0,0,0,63,49-72 meses,Two year,Mailed check,No,24.2,1618.2,No,0.0432,Bajo,0.0
4779-ZGICK,1,0,1,1,48,25-48 meses,Two year,Mailed check,No,23.55,1173.35,No,0.0296,Bajo,0.0
0048-PIHNL,0,0,1,0,49,49-72 meses,One year,Bank transfer (automatic),No,20.45,900.9,No,0.0837,Bajo,0.0
0818-OCPZO,1,1,0,0,27,25-48 meses,Month-to-month,Electronic check,Fiber optic,81.45,2122.05,Yes,0.7297,Alto,81.45
3967-KXAPS,1,0,1,0,72,49-72 meses,Two year,Credit card (automatic),DSL,92.3,6719.9,No,0.0356,Bajo,0.0
1447-GIQMR,1,0,1,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.15,69.15,Yes,0.8779,Alto,69.15
